City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,kapuskasing,49.4169,-82.4331,-1.95,64,75,3.6,CA,1699394421
299,flin flon,54.7682,-101.865,-1.09,93,100,3.6,CA,1699394629
300,socorro,31.6546,-106.3033,31.13,18,0,6.69,US,1699394447
301,pedernales,18.0384,-71.744,28.47,72,17,0.32,DO,1699394629
302,kinel',53.2333,50.65,7.58,97,100,2.02,RU,1699394629
303,posto fiscal rolim de moura,-13.0833,-62.2667,33.96,38,100,1.83,BR,1699394629
304,bathurst,-33.4166,149.5806,18.87,59,93,0.89,AU,1699394459
305,rawson,-43.3002,-65.1023,19.83,30,79,9.45,AR,1699394533
306,sidney,-33.8679,151.2073,22.41,71,40,4.12,AU,1699394499
307,carahue,-38.7,-73.1667,12.5,73,56,2.95,CL,1699394630
308,pithampur,22.602,75.6965,19.78,60,40,0.0,IN,1699394630
309,levuka,50.1834,-105.4011,-0.1,100,100,1.88,CA,1699394630
310,vidyayevo,69.3191,32.8049,0.08,79,100,5.04,RU,1699394631
311,naze,28.3667,129.4833,19.51,64,98,6.42,JP,1699394427
312,broome,42.2506,-75.833,11.41,75,100,4.63,US,1699394631
313,port hedland,-20.3167,118.5667,23.03,46,28,0.0,AU,1699394443
314,nyurba,63.2842,118.3319,-26.24,100,94,1.6,RU,1699394632
315,norfolk,42.1668,-71.2495,17.79,69,75,2.06,US,1699394630
316,ciudad bolivar,8.1222,-63.5497,31.76,53,96,1.53,VE,1699394632
317,inhambane,-23.865,35.3833,24.1,88,99,3.61,MZ,1699394632
318,chonchi,-42.6128,-73.8092,11.56,80,100,2.23,CL,1699394541
319,mouila,-1.8685,11.0559,23.82,98,100,0.3,GA,1699394633
320,mount isa,-20.7333,139.5,26.87,61,3,2.57,AU,1699394463
321,sao gabriel da cachoeira,-0.1303,-67.0892,24.65,95,99,0.28,BR,1699394634
322,parelhas,-6.6878,-36.6575,28.05,49,59,11.19,BR,1699394634
323,bodo,67.28,14.405,2.19,88,0,4.63,NO,1699394635
324,saryozek,44.3583,77.9753,5.86,33,86,1.11,KZ,1699394635
325,icano,-28.9193,-65.3282,39.63,19,1,3.21,AR,1699394635
326,yeniseysk,58.4497,92.1703,-16.14,98,78,0.89,RU,1699394636
327,san fernando de apure,7.8878,-67.4724,27.79,74,100,0.85,VE,1699394636
328,n'zeto,-7.2312,12.8666,25.74,88,31,2.62,AO,1699394636
329,portland,45.5234,-122.6762,15.09,76,75,3.6,US,1699394621
330,slave lake,55.2834,-114.769,-0.01,100,100,1.03,CA,1699394608
331,pollenca,39.8768,3.0163,11.09,59,0,4.73,ES,1699394637
332,teknaf,20.8624,92.3058,21.06,74,92,3.3,BD,1699394637
333,dampit,-8.2116,112.7493,21.25,94,58,1.12,ID,1699394637
334,degerfors,59.238,14.4308,3.83,93,100,0.44,SE,1699394637
335,tofol,5.3248,163.0078,30.88,74,75,2.57,FM,1699394638
336,banyo,6.75,11.8167,20.98,73,85,1.41,CM,1699394638
337,queenstown,-31.8976,26.8753,12.41,80,93,2.13,ZA,1699394639
338,tshabong,-26.05,22.45,20.63,19,0,3.75,BW,1699394639
339,kalmunai,7.4167,81.8167,25.98,85,99,1.43,LK,1699394639
340,dakhla,23.6848,-15.958,21.01,68,0,11.83,EH,1699394640
341,kolonia,50.9333,6.95,9.38,86,75,4.12,DE,1699394640
342,zaozersk,69.4005,32.4476,-0.42,79,100,4.56,RU,1699394641
343,pedregal,8.3667,-82.4333,29.05,82,40,3.58,PA,1699394642
344,mangrol,21.1167,70.1167,26.61,66,49,0.54,IN,1699394643
345,zarand,30.8127,56.564,13.27,53,0,1.22,IR,1699394643
346,fazilka,30.4,74.0333,20.5,34,4,1.52,IN,1699394644
347,sao francisco,-15.9486,-44.8644,28.14,44,58,2.27,BR,1699394645
348,regina,50.4501,-104.6178,0.06,90,100,2.57,CA,1699394401
349,guigang,23.0964,109.6092,20.19,83,98,1.26,CN,1699394648
350,lufilufi,-13.8745,-171.5986,29.88,85,100,7.06,WS,1699394649
351,castillos,-34.1667,-53.8333,19.47,88,74,4.39,UY,1699394650
352,vila velha,-20.3297,-40.2925,23.97,71,75,5.14,BR,1699394443
353,gagarin,55.5529,34.9954,7.29,88,99,5.41,RU,1699394651
354,gounou gaya,9.6294,15.5132,27.5,24,62,1.68,TD,1699394652
355,kangding,30.0513,101.9603,5.94,53,61,1.66,CN,1699394652
356,san carlos del zulia,9.0,-71.9135,28.56,78,34,3.02,VE,1699394653
357,jinghong,21.991,100.7341,18.37,98,88,0.41,CN,1699394653
358,dzhetygara,52.1908,61.2006,2.15,56,84,3.56,KZ,1699394654
359,mersa matruh,31.3525,27.2453,23.11,73,40,2.06,EG,1699394655
360,urzhar,47.093,81.6294,4.61,32,18,2.2,KZ,1699394655
361,aktobe,50.2797,57.2072,5.05,87,75,4.0,KZ,1699394656
362,polyarnyy,69.1989,33.4478,0.45,80,100,5.99,RU,1699394657
363,namibe,-15.1961,12.1522,19.41,76,1,1.63,AO,1699394658
364,kasane,-17.8167,25.15,24.73,57,100,1.95,BW,1699394658
365,kattivakkam,13.2167,80.3167,26.05,90,98,1.21,IN,1699394659
366,opuwo,-18.0607,13.84,19.69,30,0,2.17,NA,1699394660
367,abeche,13.8292,20.8324,27.12,20,34,3.63,TD,1699394661
368,pimenta bueno,-11.6725,-61.1936,32.51,48,78,2.69,BR,1699394661
369,kailua-kona,19.6406,-155.9956,27.93,79,3,0.89,US,1699394519
370,fortuna,40.5982,-124.1573,15.52,74,20,5.14,US,1699394411
371,geraldton,-28.7667,114.6,12.23,94,75,2.06,AU,1699394662
372,thinadhoo,0.5333,72.9333,26.95,76,100,2.31,MV,1699394663
373,inarajan village,13.2736,144.7484,29.54,86,66,6.05,GU,1699394664
374,labuan bajo,-8.4964,119.8877,25.27,79,13,2.1,ID,1699394664
375,liezen,47.5667,14.2333,5.25,99,100,1.1,AT,1699394665
376,es castell,39.8795,4.2854,14.38,67,20,2.57,ES,1699394666
377,kokopo,-4.352,152.2633,27.5,78,81,1.27,PG,1699394666
378,purcell,35.0137,-97.3611,29.53,40,0,7.61,US,1699394667
379,guelmim,28.987,-10.0574,16.83,64,1,0.87,MA,1699394668
380,codajas,-3.8367,-62.0569,24.31,88,100,1.0,BR,1699394669
381,maputo,-25.9653,32.5892,19.82,94,75,3.13,MZ,1699394669
382,novoagansk,61.9449,76.6625,-0.93,94,100,4.44,RU,1699394670
383,ayacucho,-13.1583,-74.2239,24.92,29,40,4.12,PE,1699394670
384,shiyan,32.6475,110.7781,11.76,85,0,1.48,CN,1699394671
385,nagqu,31.5,92.0,-8.68,79,98,0.86,CN,1699394672
386,jiagedaqi,50.4167,124.1167,-12.85,89,95,1.2,CN,1699394672
387,yarega,63.4354,53.5765,1.6,100,100,2.6,RU,1699394673
388,kavieng,-2.5744,150.7967,28.83,75,100,5.98,PG,1699394673
389,kajuru,10.3192,7.6892,24.04,36,58,0.25,NG,1699394674
390,mont-dore,-22.2833,166.5833,25.0,99,47,6.22,NC,1699394409
391,bogande,12.9714,-0.1436,28.74,17,0,3.57,BF,1699394675
392,arawa,-6.2132,155.5367,28.19,73,100,1.53,PG,1699394676
393,leninskoye,41.7589,69.3864,14.7,37,100,1.73,KZ,1699394676
394,kundiawa,-6.0167,144.9667,19.47,89,100,1.73,PG,1699394677
395,babu,24.4167,111.5167,19.6,92,100,0.2,CN,1699394678
396,sao felix do xingu,-6.6447,-51.995,27.44,70,100,0.97,BR,1699394678
397,peace river,56.2501,-117.286,3.17,93,75,3.6,CA,1699394608
398,chawang,8.4261,99.5047,23.97,91,80,1.0,TH,1699394679
399,papao,-17.75,-149.55,28.82,80,83,11.93,PF,1699394680
400,buriti dos lopes,-3.175,-41.8669,27.86,65,90,5.69,BR,1699394681
401,shatrovo,56.5167,64.6333,-0.63,84,97,2.95,RU,1699394681
402,hilo,19.7297,-155.09,29.04,84,32,1.79,US,1699394506
403,port macquarie,-31.4333,152.9167,22.16,70,11,3.62,AU,1699394682
404,ilhabela,-23.7781,-45.3581,18.54,86,0,3.51,BR,1699394683
405,kolonia town,6.964,158.206,27.06,89,100,2.06,FM,1699394684
406,leh,34.1667,77.5833,0.36,37,83,1.3,IN,1699394684
407,troitskiy,57.0603,63.7481,0.62,83,100,3.33,RU,1699394684
408,talcahuano,-36.7167,-73.1167,15.82,67,20,6.69,CL,1699394417
409,juneau,58.3019,-134.4197,6.0,93,75,5.66,US,1699394685
410,griffith,41.5284,-87.4237,10.71,72,100,4.12,US,1699394686
411,taylor,32.3001,-99.8337,32.7,29,0,6.69,US,1699394686
412,cold springs,39.6802,-119.9766,10.06,48,0,3.6,US,1699394687
413,benito juarez,19.385,-99.165,27.78,27,40,2.06,MX,1699394687
414,la passe,45.5549,-0.8967,8.32,85,77,5.04,FR,1699394688
415,meulaboh,4.1363,96.1285,24.28,91,100,1.15,ID,1699394688
416,osterburken,49.4306,9.4239,8.6,90,29,5.76,DE,1699394689
417,wooster,40.8051,-81.9351,13.56,72,0,3.09,US,1699394690
418,jayapura,-2.5333,140.7,26.66,85,100,1.28,ID,1699394690
419,ugoofaaru,5.6667,73.0,27.15,78,61,1.84,MV,1699394691
420,suva,-18.1416,178.4415,28.71,65,40,4.12,FJ,1699394692
421,ndibene dahra,15.3338,-15.4766,30.99,24,84,5.04,SN,1699394692
422,makinsk,52.6292,70.4169,1.52,45,99,3.07,KZ,1699394693
423,yanykurgan,43.915,67.2481,12.98,47,99,4.28,KZ,1699394693
424,ribeira brava,32.65,-17.0667,19.35,57,30,3.64,PT,1699394694
425,koh kong,11.6175,102.9806,27.77,74,100,1.93,KH,1699394695
426,karratha,-20.7377,116.8463,28.65,30,0,3.96,AU,1699394695
427,saint joseph,39.7686,-94.8466,23.78,65,20,4.63,US,1699394631
428,motueka,-41.1333,173.0167,13.6,73,54,1.89,NZ,1699394696
429,bakchar,57.0186,82.0711,-4.9,93,100,3.55,RU,1699394696
430,selfoss,63.9331,-20.9971,3.91,63,41,5.85,IS,1699394697
431,carboneras,37.0015,-1.9213,12.95,67,0,2.82,ES,1699394697
432,itaituba,-4.2761,-55.9836,29.09,79,75,0.69,BR,1699394698
433,dryden,49.7833,-92.7503,-3.84,93,100,3.09,CA,1699394580
434,mesyagutovo,55.5303,58.2528,3.09,76,85,1.08,RU,1699394698
435,ratnagiri,16.9833,73.3,25.3,82,88,2.52,IN,1699394699
436,severo-yeniseyskiy,60.3725,93.0408,-17.46,98,61,1.79,RU,1699394700
437,uliastay,47.7417,96.8444,-15.89,99,98,0.12,MN,1699394700
438,capayan,-28.761,-66.0502,40.44,13,0,3.79,AR,1699394701
439,kapa'a,22.0752,-159.319,27.99,81,54,4.47,US,1699394523
440,westport,41.1415,-73.3579,17.16,74,42,2.24,US,1699394517
441,krasnyy chikoy,50.3643,108.7512,-10.35,83,100,4.68,RU,1699394702
442,rio gallegos,-51.6226,-69.2181,11.03,54,75,7.72,AR,1699394519
443,statesboro,32.4488,-81.7832,25.89,42,0,1.54,US,1699394492
444,mayahi,13.9553,7.6712,26.55,12,99,4.38,NE,1699394704
445,saynshand,44.8824,110.1163,-12.96,80,92,2.87,MN,1699394705
446,marolambo,-20.05,48.1167,19.43,99,100,0.71,MG,1699394706
447,tauranga,-37.6861,176.1667,16.75,68,43,2.68,NZ,1699394707
448,kismayo,-0.3582,42.5454,24.25,91,100,2.38,SO,1699394707
449,paredon,16.0333,-93.8667,31.1,54,50,6.83,MX,1699394708
450,sokoni,-6.4333,39.55,23.92,84,61,2.02,TZ,1699394708
451,balqash,46.8481,74.995,4.76,36,100,5.55,KZ,1699394709
452,hobyo,5.3505,48.5268,26.83,79,99,3.8,SO,1699394709
453,sainte-anne-des-monts,49.124,-66.4924,2.93,93,100,0.51,CA,1699394599
454,aras-asan,8.8908,126.3033,26.03,87,100,0.89,PH,1699394709
455,puerto leguizamo,-0.1934,-74.7819,24.29,95,80,1.62,CO,1699394710
456,cestos city,5.46,-9.5828,25.55,88,98,3.1,LR,1699394710
457,gizo,-8.103,156.8419,27.74,78,75,1.22,SB,1699394711
458,olyokminsk,60.3736,120.4264,-21.1,99,79,1.24,RU,1699394712
459,ploneour-lanvern,47.9,-4.2833,12.16,87,75,2.06,FR,1699394712
460,farap,39.1704,63.6116,18.0,39,82,1.03,TM,1699394713
461,north bend,43.4065,-124.2243,13.98,82,75,1.54,US,1699394541
462,tsiombe,-25.3,45.4833,23.59,72,1,2.19,MG,1699394713
463,gobabis,-22.45,18.9667,18.44,16,0,4.24,NA,1699394714
464,vodnyy,63.5046,53.4095,1.9,100,100,2.56,RU,1699394714
465,tolanaro,-25.0319,46.9987,23.04,78,20,9.77,MG,1699394715
466,siracusa,37.0881,15.2792,19.65,83,7,1.9,IT,1699394598
467,moengo,5.6167,-54.4,27.54,78,94,2.79,SR,1699394715
468,puerto baquerizo moreno,-0.9,-89.6,27.55,61,40,6.17,EC,1699394716
469,caleta de carquin,-11.0925,-77.6267,18.03,87,23,7.87,PE,1699394716
470,cuorgne,45.3895,7.6499,8.98,81,1,6.25,IT,1699394717
471,impfondo,1.6381,18.0667,22.52,98,100,0.78,CG,1699394718
472,howrah,22.5892,88.3103,23.0,83,50,0.0,IN,1699394718
473,labrador city,52.9463,-66.9114,-7.05,86,100,5.66,CA,1699394719
474,joshimath,30.5667,79.5667,10.52,52,61,2.05,IN,1699394719
475,kidal,18.4411,1.4078,28.28,10,61,3.12,ML,1699394720
476,traverse city,44.7631,-85.6206,3.11,78,75,2.57,US,1699394630
477,grand gaube,-20.0064,57.6608,24.1,85,100,4.3,MU,1699394721
478,moose jaw,50.4001,-105.5344,0.14,93,100,2.06,CA,1699394663
479,rosolina,45.0731,12.2486,10.62,71,0,4.58,IT,1699394722
480,las palmas,28.4204,-14.0131,19.44,60,40,12.35,ES,1699394722
481,santa maria,-29.6842,-53.8069,30.61,55,0,4.12,BR,1699394722
482,'ali al gharbi,32.4633,46.6864,22.75,41,0,5.21,IQ,1699394723
483,callao,-12.0667,-77.15,23.73,73,40,6.69,PE,1699394723
484,catalao,-18.1658,-47.9464,28.83,30,79,1.26,BR,1699394723
485,kuta,-8.7233,115.1723,25.97,94,40,2.68,ID,1699394724
486,janakpur,26.7183,85.9065,18.85,64,0,1.76,NP,1699394725
487,poquoson,37.1224,-76.3458,23.36,59,0,3.6,US,1699394725
488,cide,41.8921,33.0044,17.85,61,14,2.83,TR,1699394726
489,bengkulu,-3.8004,102.2655,23.89,96,100,1.02,ID,1699394726
490,usogorsk,63.4106,48.6872,3.7,99,100,2.95,RU,1699394727
491,malango,-2.9627,119.9001,18.25,93,74,1.24,ID,1699394717
492,nantucket,41.2835,-70.0995,14.45,89,0,6.17,US,1699394532
493,bastrop,32.7562,-91.8724,28.99,45,40,2.57,US,1699394704
494,yaren,-0.5472,166.916,29.12,77,84,7.34,NR,1699394729
495,taoudenni,22.6783,-3.9836,25.18,25,26,5.49,ML,1699394730
496,khorixas,-20.3667,14.9667,17.79,37,0,1.91,NA,1699394730
497,pacific grove,36.6177,-121.9166,18.47,70,0,5.14,US,1699394671
498,manggar,-2.8833,108.2667,27.01,79,22,2.91,ID,1699394731
499,bairnsdale,-37.8333,147.6167,21.78,57,57,0.34,AU,1699394731
500,saldanha,-33.0117,17.9442,12.03,78,56,5.9,ZA,1699394731
501,rajpur,22.3,74.35,21.99,42,36,2.77,IN,1699394731
502,sint michiel liber,12.15,-68.9833,29.9,74,20,4.63,CW,1699394732
503,hartford city,40.4511,-85.37,16.04,66,93,2.59,US,1699394465
504,piti village,13.4626,144.6933,29.49,80,0,3.6,GU,1699394732
505,phan rang-thap cham,11.5667,108.9833,24.37,85,100,1.8,VN,1699394732
506,lagdo,9.05,13.7333,27.47,25,41,1.05,CM,1699394523
507,chui,-33.6971,-53.4616,19.72,87,51,4.86,UY,1699394733
508,udobnaya,44.1932,41.5529,8.55,81,7,2.18,RU,1699394733
509,kuvandyk,51.4781,57.3552,3.89,68,100,2.04,RU,1699394733
510,arraial do cabo,-22.9661,-42.0278,21.98,68,0,4.12,BR,1699394734
511,princeville,45.7668,-61.2985,9.06,85,100,4.63,CA,1699394735
512,swift current,50.2834,-107.8014,5.45,93,100,3.6,CA,1699394451
513,richards bay,-28.783,32.0377,18.13,87,100,6.94,ZA,1699394666
514,las terrenas,19.311,-69.5428,26.93,83,75,0.0,DO,1699394736
515,la'ie,21.6477,-157.9253,29.98,73,14,3.13,US,1699394736
516,sievi,63.9,24.5,0.94,99,100,2.32,FI,1699394736
517,yelandur,12.0667,77.0333,21.44,92,100,0.65,IN,1699394737
518,choyr,46.3611,108.3611,-19.38,94,53,2.74,MN,1699394737
519,show low,34.2542,-110.0298,21.16,15,0,7.72,US,1699394737
520,gaspe,48.8334,-64.4819,7.95,87,100,2.57,CA,1699394737
521,paso de los libres,-29.7131,-57.0899,32.02,51,38,2.57,AR,1699394738
522,soe,-9.8607,124.284,21.04,65,81,1.28,ID,1699394738
523,pemangkat,1.1667,108.9667,25.0,89,53,2.42,ID,1699394739
524,jose pedro varela,-33.45,-54.5333,24.46,85,15,4.03,UY,1699394739
525,kiunga,-6.1219,141.2906,24.45,95,63,1.42,PG,1699394739
526,debre tabor,11.85,38.0167,13.06,78,100,0.54,ET,1699394739
527,al majaridah,19.1236,41.9111,25.91,53,5,2.75,SA,1699394740
528,geneina,13.45,22.45,25.9,22,26,6.03,SD,1699394740
529,kourou,5.1552,-52.6478,29.03,84,56,4.34,GF,1699394740
530,port augusta,-32.5,137.7667,21.04,40,89,3.49,AU,1699394740
531,banda aceh,5.5577,95.3222,26.18,83,97,1.27,ID,1699394741
532,bandar lampung,-5.4254,105.258,24.23,93,96,1.42,ID,1699394741
533,kittila,67.6647,24.8936,0.08,100,100,1.54,FI,1699394741
534,pisco,-13.7,-76.2167,21.03,73,0,10.29,PE,1699394741
535,nadym,65.5333,72.5167,0.49,97,100,3.08,RU,1699394742
536,talara,-4.5772,-81.2719,24.42,69,0,7.2,PE,1699394742
537,howard springs,-12.497,131.047,28.82,81,53,2.39,AU,1699394742
538,timimoun,29.2639,0.231,24.21,27,23,8.75,DZ,1699394725
539,vadso,70.0744,29.7487,0.49,93,40,3.09,NO,1699394742
540,carutapera,-1.195,-46.02,26.93,77,54,3.77,BR,1699394743
541,kupang,-10.1667,123.5833,25.32,88,20,2.06,ID,1699394743
542,laguna salada,19.6483,-71.0945,27.68,83,64,2.27,DO,1699394743
543,el haouaria,37.05,11.0144,20.01,69,100,6.86,TN,1699394743
544,illizi,26.4833,8.4667,24.89,12,10,3.92,DZ,1699394744
545,cold lake,54.4502,-110.2017,1.97,93,100,2.57,CA,1699394697
546,darwin,-12.4611,130.8418,28.86,83,40,1.03,AU,1699394744
547,axim,4.8699,-2.2405,25.91,88,77,2.75,GH,1699394744
548,satka,55.0425,59.04,0.23,81,98,2.03,RU,1699394745
549,neiva,2.9273,-75.2819,34.94,36,20,1.54,CO,1699394745
550,manadhoo,5.7667,73.3833,27.11,78,72,1.53,MV,1699394745
551,oruro,-17.9833,-67.15,10.68,64,100,3.52,BO,1699394745
552,saint-pierre,-21.3393,55.4781,23.09,94,75,6.17,RE,1699394746
553,sisimiut,66.9395,-53.6735,-5.64,62,98,3.6,GL,1699394746
554,xique xique,-10.8217,-42.7311,28.56,56,99,5.79,BR,1699394746
555,haiku-pauwela,20.9219,-156.3051,28.98,65,40,10.8,US,1699394746
556,katsuura,35.1333,140.3,17.2,69,12,6.62,JP,1699394747
557,ishigaki,24.3448,124.1572,23.07,68,20,5.14,JP,1699394747
558,dwarka,22.2394,68.9678,27.65,55,12,1.99,IN,1699394524
559,lompoc,34.6391,-120.4579,21.55,63,0,10.8,US,1699394747
560,st ives,50.2086,-5.4875,12.27,76,100,10.13,GB,1699394747
561,rongelap,11.1635,166.8941,28.05,82,55,10.39,MH,1699394748
562,sola,-13.8833,167.55,28.37,79,75,3.09,VU,1699394748
563,camayenne,9.535,-13.6878,28.05,89,40,2.06,GN,1699394470
564,rebrikha,53.0733,82.3408,-5.88,95,41,1.95,RU,1699394748
565,preobrazheniye,42.9019,133.9064,-0.23,60,2,2.01,RU,1699394748
566,kruisfontein,-34.0033,24.7314,12.4,88,71,3.4,ZA,1699394749
567,kharp,66.8014,65.8081,-0.12,99,100,1.29,RU,1699394749
568,lakhdenpokh'ya,61.5198,30.1992,3.19,98,100,1.56,RU,1699394749
569,tucuma,-0.1833,-50.05,27.88,69,100,4.79,BR,1699394749
570,den burg,53.0542,4.7972,12.2,79,75,8.75,NL,1699394750
571,pamanukan,-6.2842,107.8106,26.61,82,46,1.89,ID,1699394750
572,ed damer,17.5928,33.9592,28.91,47,32,4.21,SD,1699394750
573,delijan,33.9905,50.6838,13.91,36,0,0.83,IR,1699394750
574,uyuni,-20.4597,-66.825,18.4,34,65,3.89,BO,1699394751
575,xiangtan,27.85,112.9,15.18,87,97,2.25,CN,1699394751
576,swakopmund,-22.6833,14.5333,15.47,82,0,2.24,NA,1699394751
577,funadhoo,6.15,73.2667,27.31,78,69,2.12,MV,1699394752
578,coahuayana de hidalgo,18.7,-103.6583,29.93,73,38,2.36,MX,1699394752
579,chandler,33.3062,-111.8412,32.59,19,0,4.63,US,1699394751
580,berezovyy,51.6667,135.7,-8.89,88,100,1.31,RU,1699394752
581,khandwa,21.8333,76.3333,20.73,48,17,1.73,IN,1699394753
582,jijiga,9.35,42.8,16.82,58,37,2.93,ET,1699394753
583,monrovia,6.3005,-10.7969,24.87,86,35,2.92,LR,1699394753
584,krutinka,56.0055,71.5113,-0.68,73,87,3.37,RU,1699394753
585,luba,3.4568,8.5547,25.94,85,100,3.51,GQ,1699394753
586,cockburn town,21.4612,-71.1419,27.82,74,13,4.46,TC,1699394531
587,muroran,42.3172,140.9881,8.48,80,97,7.14,JP,1699394754
588,tocache,-8.1842,-76.5125,26.03,77,89,2.04,PE,1699394754
589,viedma,-40.8135,-62.9967,18.5,37,69,8.68,AR,1699394754
590,maxixe,-23.8597,35.3472,23.87,89,99,3.39,MZ,1699394755
591,napili-honokowai,20.9708,-156.6705,29.61,86,21,7.77,US,1699394755
592,at-bashi,41.1702,75.8106,3.7,39,100,0.11,KG,1699394755
593,santa marta,11.2408,-74.199,30.03,81,40,4.12,CO,1699394745
594,verdun,49.25,5.3333,7.87,91,49,6.28,FR,1699394755
595,fort stockton,30.894,-102.8793,33.98,16,0,0.0,US,1699394756
